text,labels
"<exercice>
  <consigne>
Complète chaque GN en suivant l’exemple.
  </consigne>
  <modele>

  </modele>
  <noteSC>
    une pluie ➞ une violente pluie d’été 
  </noteSC>
  <enonce>
    <ol>
      <li>a. la nuit ◆ la maison ◆ la pluie</li>
      <li>b. le chien ◆ la sortie ◆ la page</li>
      <li>c. une idée ◆ l’orage ◆ le soir</li>
      <li>d. un ours ◆ un nuage ◆ une souris</li>
    </ol>
  </enonce>
<rest>
</rest>
</exercice>",TransformeMot
"<exercice>
  <consigne>

  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
À l'oral Dans la cour de récréation est entré un drôle d’animal. Décris-le en utilisant des groupes nominaux. Est-il amical ou dangereux ? À toi de décider.
</rest>
</exercice>",Autres
"<exercice>
  <consigne>

  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
a. Complète chaque nom représenté sur le dessin avec deux adjectifs qualificatifs. b. Imagine un court texte en utilisant deux des noms et leurs adjectifs.
</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>
Recopie uniquement les phrases justes.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. L’adjectif se conjugue.</li>
     <li>b. L’adjectif qualificatif peut être placé avant ou après le nom.</li>
     <li>c. L’adjectif reste toujours au singulier.</li>
     <li>d. L’adjectif qualificatif fait partie du groupe nominal.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CochePhrase
"<exercice>
  <consigne>
Réécris les groupes nominaux sans les adjectifs.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. un gros crocodile édenté</li>
     <li>b. cette grande girafe maladroite</li>
     <li>c. un zèbre rayé noir et blanc</li>
     <li>d. une poire savoureuse</li>
     <li>e. un chien impressionnant</li>
     <li>f. une nuit étoilée</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",EditPhrase
"<exercice>
  <consigne>
Réécris les phrases en supprimant les adjectifs.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Un bruit étrange résonne dans la cave.</li>
     <li>b. Malgré la terrible peur qui me gagne, je descends l’escalier.</li>
     <li>c. Un silence lugubre s’abat sur la maison.</li>
     <li>d. Une minuscule souris s’échappe !</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",EditPhrase
"<exercice>
  <consigne>
Réécris les phrases en modifiant la place de l’adjectif.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Un garçon charmant m’a ouvert la porte.</li>
     <li>b. Les fleurs magnifiques embaument.</li>
     <li>c. J’admire ce merveilleux tableau.</li>
     <li>d. Le terrible loup fait peur aux enfants.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",EditPhrase
"<exercice>
  <consigne>
Recopie les adjectifs et précise leur genre et leur nombre.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
un alpiniste courageux ➞ courageux : masculin, singulier a. une histoire passionnante b. des vacances exceptionnelles c. un arbre fruitier d. un chemin caillouteux
</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Pour chaque liste, écris trois groupes nominaux avec l’adjectif en gras.
  </consigne>
  <modele>

  </modele>
  <noteSC>
Pense à accorder l’adjectif.
  </noteSC>
  <enonce>

   <ol>
     <li>a. dangereux : un animal ◆ des routes ◆ des jeux</li>
     <li>b. haut : les herbes ◆ un arbre ◆ une étagère</li>
     <li>c. souriant : un nourrisson ◆ une fillette ◆ des enfants</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",TransformeMot
"<exercice>
  <consigne>
Choisis la forme correcte de l’adjectif pour compléter les phrases.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

     <li>a. Le renard (roux/rousse) parcourt des distances (impressionnante/</li>

  </enonce>
<rest>
impressionnantes). b. Il utilise plusieurs cris : des cris (court/ courts) répétés trois fois, des hurlements (longs/long) et (modulés/modulé), des gémissements (comparable/comparables) aux miaulements du chat.
</rest>
</exercice>",CM
"<exercice>
  <consigne>
Trouve deux adjectifs pour compléter le nom de chaque animal.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>

</rest>
</exercice>",RCImage
"<exercice>
  <consigne>
Remplace chaque groupe nominal écrit en gras par un adjectif.
  </consigne>
  <modele>

  </modele>
  <noteSC>
    une boîte en métal ➞ une boîte métallique 
  </noteSC>
  <enonce>
    la revue du mois ◆ un matin de printemps ◆ les fonds de la mer ◆ un arbre à fruits
  </enonce>
<rest>
</rest>
</exercice>",RCDouble
"<exercice>
  <consigne>
Complète chaque phrase avec un adjectif de ton choix.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Au printemps, l’air est généralement … .</li>
     <li>b. La nature émerge d’un … sommeil hivernal.</li>
     <li>c. Arrête de bouger, reste … une minute.</li>
     <li>d. Un vent … souffle sur la côte.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Imagine que tu as perdu un jouet, un vêtement, un animal que tu aimerais retrouver. Rédige un avis de recherche en utilisant des adjectifs aussi précis que possible.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>

</rest>
</exercice>",ExpressionEcrite
"<exercice>
  <consigne>
Recopie uniquement les noms communs du texte.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
Chaque matin, lorsqu’il arrive à l’école, Théo retrouve Ali et Paolo, ses meilleurs amis. Ensemble, ils se sentent plus forts pour aller voir Mariama, Léa et Samira qui les intimident un peu. Mais ce qu’ils ne savent pas, c’est qu’elles aussi sont intimidées !

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Trouve un nom propre pour chaque nom commun.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
une mer ◆ un chanteur ◆ un président ◆ un héros de bande dessinée ◆ une héroïne de conte

  </enonce>
<rest>

</rest>
</exercice>",TransformeMot
"<exercice>
  <consigne>
Écris les noms propres avec une majuscule.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. rome est la capitale de l’italie.</li>
     <li>b. laetitia et natacha sont amies.</li>
     <li>c. Les châteaux de la loire sont magnifiques.</li>
     <li>d. La seine, le rhône, la loire, la garonne sont les quatre grands fleuves français.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",EditPhrase
"<exercice>
  <consigne>
Écris pour chaque nom propre un nom commun qui le définit.
  </consigne>
  <modele>

  </modele>
  <noteSC>
Aide-toi du dictionnaire.
  </noteSC>
  <enonce>
l’Afrique ◆ Molière ◆ Beethoven ◆ Ramsès II

  </enonce>
<rest>

</rest>
</exercice>",TransformeMot
"<exercice>
  <consigne>
Trouve l’intrus de chaque liste.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. un ◆ l’◆ tu ◆ des</li>
     <li>b. ma ◆ notre ◆ nous ◆ nos</li>
     <li>c. deux ◆ des ◆ cette ◆ une</li>
     <li>d. le ◆ la ◆ un ◆ ça</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Classe les groupes nominaux dans le tableau. article défini article indéfini
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
un bateau ◆ des stylos ◆ la vilaine voisine ◆ une belle plume ◆ un onctueux fromage ◆ le douillet pull-over ◆ un conte effrayant ◆ des mains froides ◆ les étoiles filantes

  </enonce>
<rest>

</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Classe les déterminants du texte dans le tableau. article déterminant possessif
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
Mais où l’a-t-elle rangée ? […] Le petit Robert jette un coup d’œil circulaire à sa chambre parfaitement ordonnée. Sa mallette, son indispensable fourre-tout où il accumule les bouts de ficelle, les vieux ressorts, les bouchons, les clous tordus, les cadenas sans clé, tout ce qu’il ramasse dans la rue, ses trésors, où sa mère a-t-elle bien pu la ranger ?

  </enonce>
<rest>
Pascal Garnier, Dico Dingo, collection « Premiers Romans », © Nathan Jeunesse, 2005.
</rest>
</exercice>",Classe
"<exercice>
  <consigne>
Complète les phrases suivantes avec les déterminants de la liste.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
la les son des un

  </enonce>
<rest>
Certains déterminants peuvent être utilisés plusieurs fois. a. À partir de trois ans, il faut se brosser … dents. b. Il faut vérifier l’efficacité de … brossage par … gestes adaptés. c. … seul côté à … fois, en commençant par en bas. d. Se brosser … dents, c’est … jeu d’enfant !
</rest>
</exercice>",CM
"<exercice>
  <consigne>
Recopie le ou les groupes nominaux de chaque phrase. Souligne le nom principal.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. J’aime les glaces à la pistache.</li>
     <li>b. Les tomates du jardin étaient toutes rouges.</li>
     <li>c. Venez assister au merveilleux spectacle.</li>
     <li>d. Nos cousins de Bretagne nous ont offert des chocolats fourrés.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Réécris les phrases en supprimant le plus de mots possible dans le groupe nominal.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
Nous habitons dans un grand immeuble de briques ➞ Nous habitons dans un immeuble. a. La mairie est construite sur la place principale du village. b. Les nombreux habitants des villes se déplacent tous les jours. c. Les trains de voyageurs ou de marchandises circulent sur des rails.
</rest>
</exercice>",EditPhrase
"<exercice>
  <consigne>
Souligne l’adjectif qualificatif dans chaque phrase et mets une croix sous le nom qu’il complète.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Le chien creuse un trou profond.</li>
     <li>b. La route est plate.</li>
     <li>c. J’ai une petite cicatrice sur le front.</li>
     <li>d. Le poisson rouge tourne en rond.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Relève les adjectifs de ce texte.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
J’observais un petit lézard vert qui poursuivait un autre petit lézard vert. Le chasseur suivait l’autre très lentement, avec d’infinies précautions, et lorsqu’il fut près de l’atteindre, sa longue langue jaillit et toucha la queue du deuxième […]. C’était un spectacle étrange et je pensais qu’ils effectuaient une sorte de rituel amoureux.

  </enonce>
<rest>
Roald Dahl, L’enfant qui parlait aux animaux, trad. Marie-Raymond Farré, © Gallimard pour la traduction, © Roald Dahl Ltd, 2001.
</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Recopie les phrases en modifiant la place des adjectifs.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Grâce à ces personnes courageuses, de nombreuses vies ont été sauvées.</li>
     <li>b. Un homme élégant marche dans la rue.</li>
     <li>c. La magnifique crinière de ce lion m’impressionne.</li>
     <li>d. J’aime beaucoup Adèle. C’est une chanteuse talentueuse.</li>
     <li>e. Annabelle vient d’apprendre une nouvelle extraordinaire !</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",EditPhrase
"<exercice>
  <consigne>
Ajoute un adjectif à chaque nom.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
un voyage ➞ un beau voyage N’oublie pas que les adjectifs peuvent être placés avant ou après les noms. un ami ◆ un chapeau ◆ une table ◆ une histoire ◆ une maison ◆ une odeur ◆ une enquête ◆ un sac ◆ un parfum ◆ un lapin ◆ un temps
</rest>
</exercice>",TransformeMot
"<exercice>
  <consigne>
Recopie uniquement les phrases justes.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Si une phrase commence par « l’année prochaine », le verbe se conjugue au futur.</li>
     <li>b. Si l’action a lieu dans le passé, le verbe est conjugué à un temps du passé.</li>
     <li>c. Le verbe ne permet pas de savoir si l’action se situe dans le passé, le présent ou le futur.</li>
     <li>d. Aujourd’hui, demain, bientôt, hier donnent une indication sur le moment de l’action.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CochePhrase
"<exercice>
  <consigne>
Pour chaque phrase, écris si l’action se situe dans le passé, le présent ou le futur.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. À ta naissance, tu avais 300 os.</li>
     <li>b. Adulte, tu n’auras plus que 206 os car beaucoup vont se souder.</li>
     <li>c. Nous avons perdu nos dents de lait à l’âge de 6 ans.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",Classe
"<exercice>
  <consigne>
Relève les groupes de mots qui indiquent le passé.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
l’année dernière ◆ dans trente secondes ◆ l’année prochaine ◆ actuellement ◆ dans deux jours ◆ hier ◆ l’été précédent ◆ mercredi dernier

  </enonce>
<rest>

</rest>
</exercice>",CocheGroupeMots
"<exercice>
  <consigne>
Relève les groupes de mots qui indiquent le présent.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
à l’instant ◆ demain ◆ maintenant ◆ il y a quelques mois ◆ tout de suite ◆ bientôt ◆ dès aujourd’hui ◆ l’année prochaine ◆ plus tard

  </enonce>
<rest>

</rest>
</exercice>",CocheGroupeMots
"<exercice>
  <consigne>
Relève les groupes de mots qui indiquent le futur.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
avant-hier ◆ l’hiver prochain ◆ en ce moment ◆ dans quelques minutes ◆ il y a huit jours ◆ aujourd’hui ◆ tout à l’heure ◆ demain ◆ maintenant ◆ tout de suite

  </enonce>
<rest>
Quels sont les indices qui te permettent d’affirmer que la phrase est au passé ? Le mois dernier, il gelait encore.
</rest>
</exercice>",CocheGroupeMots
"<exercice>
  <consigne>
Complète chaque phrase avec le groupe de mots qui convient.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
a. (L’année dernière/L’année prochaine), j’étais en CE1. b. (Dans quelques minutes/Hier), j’aurai terminé mon exercice. c. (Dans quelques années/Aujourd’hui), je fêterai mes 18 ans.
</rest>
</exercice>",CM
"<exercice>
  <consigne>
Recopie chaque phrase avec la forme du verbe qui convient.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

     <li>a. Aujourd’hui, le ciel est gris et (il pleut/</li>

  </enonce>
<rest>
il pleuvait/il pleuvra). b. Hier, ( je cherche/j’ai cherché/je chercherai) mon chien pendant une heure. c. La prochaine fois ( je le suis/je l’ai suivi/ je le suivrai) pour ne pas le perdre. d. L’année prochaine, (tu avais/tu as/tu auras) neuf ans.
</rest>
</exercice>",CM
"<exercice>
  <consigne>
Remplace les groupes de mots en gras par ceux de la liste et écris les phrases au présent.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
aujourd’hui ◆ maintenant ◆ cette année ◆

  </enonce>
<rest>
en ce moment a. L’année prochaine, je mangerai à la cantine. b. Hier, mon voisin m’a invité à jouer chez lui. c. Ce soir, nous écouterons un concert de musique. d. Tout à l’heure, je travaillerai.
</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Écris une phrase pour chaque dessin. Utilise les mots
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
autrefois, aujourd’hui, demain.
</rest>
</exercice>",RCImage
"<exercice>
  <consigne>
Dans le texte suivant, relève les verbes écrits à l’infinitif.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
Il m’énerve quand il étale sa science ! Nous attendons que son long corps ait fini de défiler devant nous pour nous introduire dans le souterrain. Le terrier est vide. Le boa vient de dévorer toute la famille des rats […].

  </enonce>
<rest>
Fred Bernard, La reine des fourmis a disparu, © Albin Michel Jeunesse.
</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Dans cette liste, relève les verbes à l’infinitif.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
fin ◆ savoir ◆ boisson ◆ attendre ◆ choisir ◆ jeu ◆ rencontre ◆ chanter ◆ sel

  </enonce>
<rest>
Comment peux-tu trouver l’infinitif des deux verbes conjugués de la phrase ? Aujourd’hui, le vent souffle et le soleil brille.
</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Associe chaque verbe conjugué à son infinitif.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
il viendra faire tu peux venir il fera être j’ai ouvrir elles ouvriront avoir nous sommes pouvoir

  </enonce>
<rest>

</rest>
</exercice>",Associe
"<exercice>
  <consigne>
Complète l’infinitif des verbes.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. goût… du bout des lèvres</li>
     <li>b. construi… un abri</li>
     <li>c. pens… au lendemain</li>
     <li>d. chant… à tue-tête</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Complète les phrases suivantes avec un verbe à l’infinitif.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. J’aime … avant de m’endormir.</li>
     <li>b. Ma cousine adore … des films.</li>
     <li>c. Il est interdit de … dans le musée.</li>
     <li>d. Je préfère … des pâtes.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Écris les verbes qui correspondent aux actions représentées par les dessins.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>

</rest>
</exercice>",RCImage
"<exercice>
  <consigne>
Écris l’infinitif des verbes.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. je choisis ◆ il prend ◆ vous salissez</li>
     <li>b. elle pétille ◆ elle voit ◆ il galope ◆ je reçois</li>
     <li>c. nous partons ◆ je dis ◆ tu regardes ◆ elle fait</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",TransformeMot
"<exercice>
  <consigne>
Écris les groupes verbaux avec les verbes à l’infinitif.
  </consigne>
  <modele>
Tu mets la table. ➞ mettre la table
  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Vous allez à la plage.</li>
     <li>b. Elles rentrent à la maison.</li>
     <li>c. Je tombe malade.</li>
     <li>d. Nous descendons les escaliers.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",TransformePhrase
"<exercice>
  <consigne>
Trouve le verbe à l’infinitif que tu peux associer à chaque nom.
  </consigne>
  <modele>
le choix ➞ choisir
  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. la fin ◆ le saut ◆ le dessin ◆ la vue ◆ la venue</li>
     <li>b. la boisson ◆ le jeu ◆ le départ ◆ la rencontre</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",TransformeMot
"<exercice>
  <consigne>
Recopie les listes sans le ou les intrus.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. savoir ◆ jouer ◆ pouvoir ◆ crois ◆ pleuvoir</li>
     <li>b. attendre ◆ tendras ◆ fondre ◆ fendre ◆ entendre</li>
     <li>c. choisir ◆ court ◆ salir ◆ vernir ◆ finir</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CacheIntrus
"<exercice>
  <consigne>
Écris l’infinitif des verbes en vert.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
Dans un logement, nous utilisons les sources d’énergie pour nous chauffer. Elles constituent une dépense importante pour les ménages. En plus, la France consomme beaucoup d’électricité. Le 4 novembre 2006, une grande panne européenne a privé d’électricité 5 millions de Français à cause d’un pic de consommation trop important. Une telle panne peut se renouveler.

  </enonce>
<rest>

</rest>
</exercice>",TransformePhrase
"<exercice>
  <consigne>

  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>


  </enonce>
<rest>
a. Dans cette liste, sépare les verbes des autres mots. couper ◆ sucre ◆ fondre ◆ mélanger ◆ farine ◆ beurre ◆ verser ◆ chocolat ◆ mettre au four ◆ œufs ◆ refroidir ◆ démouler ◆ saupoudrer b. Écris la recette du gâteau au chocolat en utilisant les verbes et les mots de la liste précédente. Pour faire cette recette, il faut… Si tu n’en as pas assez, tu peux ajouter d’autres verbes et d’autres noms à ta recette.
</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Dans le texte suivant, relève les verbes conjugués.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
Pour suivre le trajet des aliments chez l’homme, on lui fait avaler une pâte opaque qui permet de voir certains organes de l’appareil digestif à la radiographie. On peut dessiner le trajet d’une pomme ou d’un verre d’eau dans le corps.

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Recopie les consignes suivantes. Souligne les verbes conjugués et encadre les verbes à l’infinitif.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Complète les additions.</li>
     <li>b. Pose et effectue les opérations sur ton cahier.</li>
     <li>c. Utilise ta règle pour tracer une droite.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
"<exercice>
  <consigne>
Écris à l’infinitif le verbe de chaque phrase.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Il a plu toute la nuit.</li>
     <li>b. Nous avons vu le feu d’artifice.</li>
     <li>c. Ils étaient rangés dans l’armoire.</li>
     <li>d. Le linge a séché au vent.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",TransformePhrase
"<exercice>
  <consigne>
Réécris les phrases avec le pronom personnel entre parenthèses.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Je souligne les calculs qu’il faut effectuer mentalement et je les fais. (nous)</li>
     <li>b. Tu utilises ta calculatrice pour résoudre ce problème. (vous)</li>
     <li>c. Il utilise son compas et sa règle pour construire un triangle équilatéral. (ils)</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",EditPhrase
"<exercice>
  <consigne>
Sépare le radical et la terminaison de chaque verbe.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. partir ◆ entrer ◆ revenir ◆ vouloir</li>
     <li>b. sauteront ◆ mordait ◆ rougis</li>
     <li>c. sortir ◆ mangez ◆ permettre ◆ ôter</li>
     <li>d. finissons ◆ dormir ◆ dansent ◆ continuent</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Complète le tableau selon le modèle. personne radical terminaison
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
elle regard e il agit ◆ tu rangeais ◆ nous partons ◆ je saisis ◆ j’aimerai ◆ vous gagnez ◆ elles partagent ◆ nous réussissons ◆ tu choisiras ◆ vous médisiez ◆ elle éternuera ◆ je jette ◆ nous jetions

  </enonce>
<rest>

</rest>
</exercice>",Classe
"<exercice>
  <consigne>
Complète les phrases avec le pronom personnel qui convient.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
je nous ils elle
   <ol>
     <li>a. … sont très chics.</li>
     <li>b. … avons des chapeaux de toutes les couleurs.</li>
     <li>c. … aimera beaucoup le jaune paille.</li>
     <li>d. … veux un chapeau.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Recopie avec le verbe qui convient.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Nicolas (écoute/écoutes/écoutez) de la musique.</li>
     <li>b. Ali et Mina (travaille/travaillent/travailles) en silence.</li>
     <li>c. Le chat (miaules/miaulent/miaule) devant sa gamelle vide.</li>
     <li>d. Je (mange/mangez/mangent) trop de bonbons.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CM
"<exercice>
  <consigne>
Complète chaque série avec le verbe conjugué.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. je mange ◆ il … ◆ nous …</li>
     <li>b. elle picore ◆ ils … ◆ nous …</li>
     <li>c. nous dessinons ◆ vous … ◆ ils …</li>
     <li>d. mon frère colle ◆ je … ◆ les enfants …</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",RC
"<exercice>
  <consigne>
Recopie les phrases et indique si la personne du verbe est au singulier (S) ou au pluriel (P).
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. Tu joues dans le jardin.</li>
     <li>b. Il les range à leur place.</li>
     <li>c. Vous mangez proprement.</li>
     <li>d. Laura et Mehdi parlent trop fort.</li>
     <li>e. Prends un fruit.</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Indique la personne à laquelle les verbes en gras sont conjugués.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
– Ah, docteur ! gémit l’ogre, ça ne va vraiment pas fort. Je sens comme un poids sur l’estomac et j’ai toujours envie de vomir. Si ça continue, il faudra que je me mette au régime. – Voyons, voyons, dit le médecin, ne vous affolez pas. Ce n’est peut-être pas si grave que ça. Dites-moi ce que vous avez mangé ces jours derniers. – Eh bien, dit l’ogre en rassemblant ses souvenirs, avant-hier, j’ai croqué un garde- champêtre, un coureur cycliste et une marchande de fruits et légumes. Tous biens frais, et pas trop gras.

  </enonce>
<rest>
Bernard Friot, Nouvelles histoires pressées, © Éditions Milan.
</rest>
</exercice>",Autres
"<exercice>
  <consigne>
Recopie les verbes qui sont conjugués au présent.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>

   <ol>
     <li>a. il jette ◆ nous mangerons ◆ nous demandons ◆ ils nagent</li>
     <li>b. tu expliquais ◆ vous balayez ◆ elles arrivent ◆ nous soupirerons</li>
     <li>c. tu essaies ◆ on approche ◆ tu éclabousseras ◆ vous jouez</li>
     <li>d. je chante ◆ tu danses ◆ il jouait ◆ ils applaudissent</li>
   </ol>

  </enonce>
<rest>

</rest>
</exercice>",CocheGroupeMots
"<exercice>
  <consigne>
Dans le texte suivant, relève les verbes qui sont conjugués au présent.
  </consigne>
  <modele>

  </modele>
  <noteSC>

  </noteSC>
  <enonce>
Aujourd’hui, les nouvelles technologies révolutionnent les modes de vie des Français. La voiture, le TGV et l’avion permettent de se déplacer de plus en plus rapidement. L’ordinateur, le téléphone portable, Internet facilitent les communications. La conquête de l’espace a permis à l’homme de marcher sur la Lune. Les satellites assurent les communications à grande distance et une meilleure connaissance de l’Univers.

  </enonce>
<rest>

</rest>
</exercice>",CocheMots
